,id,first_name,last_name,full_name,birthday,rookie_year,gender,country,birth_place,twitter,height,weight,series
56,85c06960-3610-4eff-9ef2-18641b84c952,Kyle,Busch,Kyle Busch,1985-05-02,2004.0,M,UNITED STATES,"Las Vegas, Nevada, United States",kylebusch,73.0,nan value,cw
57,b980fd47-ca35-4679-b37e-72652a7c6222,Hailie,Deegan,Hailie Deegan,2001-07-18,2021.0,F,UNITED STATES,"Temecula, California, United States",nan value,nan value,nan value,cw
58,5ccd9339-39a5-41c4-9362-8f53aa063e57,Samuel,Lecomte,Samuel Lecomte,1960-10-15,2021.0,M,UNITED STATES,"Flower Mound, Texas, United States",nan value,nan value,nan value,cw
59,1a64406d-c51c-47ce-8fb9-a5bb62eb0d9f,Austin,Hill,Austin Hill,1994-04-21,2022.0,M,UNITED STATES,"Winston, Georgia, United States",_AustinHill,nan value,nan value,cw
60,2ead30ae-bf65-4eea-9b16-d70de2eb5e18,Matt,Jaskol,Matt Jaskol,1984-10-15,2022.0,M,UNITED STATES,"Las Vegas, Nevada, United States",nan value,nan value,nan value,cw
61,4652e2a5-bbce-470a-a154-a59700880306,Chris,Hacker,Chris Hacker,1999-11-15,2021.0,M,UNITED STATES,"Noblesville, Indiana, United States",nan value,nan value,nan value,cw
62,623f4293-77e7-43b3-8d91-0a5ab9365c3d,Ben,Rhodes,Ben Rhodes,1997-02-21,2016.0,M,UNITED STATES,"Louisville, Kentucky, United States",BenRhodes,nan value,nan value,cw
63,7ecee9a3-589f-4ddc-82ca-281def6b224e,Bryan,Dauzat,Bryan Dauzat,1959-11-30,2014.0,M,UNITED STATES,"Alexandria, Louisiana, United States",nan value,nan value,nan value,cw
64,ce805205-7fa6-46b7-980a-d3017d870be7,Spencer,Boyd,Spencer Boyd,1995-06-26,2018.0,M,UNITED STATES,"St. Louis, Missouri, United States",nan value,nan value,nan value,cw
65,df112a83-5e6a-4bf2-a515-f0872ed4b8c2,Jake,Garcia,Jake Garcia,2005-03-03,2022.0,M,UNITED STATES,"Monroe, Georgia, United States",nan value,nan value,nan value,cw
66,094b41f2-f109-4355-95cb-14ac2165c38e,Mike,Marlar,Mike Marlar,1978-01-30,2019.0,M,UNITED STATES,"Winfield, Tennessee, United States",nan value,nan value,nan value,cw
67,768faa24-3c7e-4509-b372-5e316494a063,John,Atwell,John Atwell,1973-05-07,2021.0,M,UNITED STATES,"Azle, Texas, United States",nan value,nan value,nan value,cw
68,ddf5bad4-6560-47eb-b1c0-573e94067c01,Danny,Bohn,Danny Bohn,1988-06-29,2019.0,M,UNITED STATES,"Freehold, New Jersey, United States",nan value,nan value,nan value,cw
69,ddf5bad4-6560-47eb-b1c0-573e94067c01,Danny,Bohn,Danny Bohn,1988-06-29,2019.0,M,UNITED STATES,"Freehold, New Jersey, United States",nan value,nan value,nan value,cw
70,e28a64ca-c622-4b28-b0d9-28bc9390f9e4,Ryan,Preece,Ryan Preece,1990-10-25,2016.0,M,UNITED STATES,"Berlin, Connecticut, United States",RyanPreece_,nan value,nan value,cw
71,ae8a7d4a-f25d-41da-b080-160917018bf5,Tyler,Ankrum,Tyler Ankrum,2001-03-06,2019.0,M,UNITED STATES,"San Bernardino, California, United States",nan value,nan value,nan value,cw
72,9e4dd7ad-6b5c-4476-8340-c0c48a93d4de,Tate,Fogleman,Tate Fogleman,2000-03-08,2020.0,M,UNITED STATES,"Durham, North Carolina, United States",nan value,nan value,nan value,cw
73,ec790e58-81d2-4c82-be55-704d9635489d,Jack,Wood,Jack Wood,2000-08-07,2022.0,M,UNITED STATES,"Loomis, California, United States",nan value,nan value,nan value,cw
74,81a36328-a89a-4ca7-ad80-7c7aca48b697,Chase,Purdy,Chase Purdy,1999-11-11,2021.0,M,UNITED STATES,"Meridian, Mississippi, United States",nan value,nan value,nan value,cw
75,96d34584-89d6-4f49-aee5-5bc0dcabb266,Will,Rodgers,Will Rodgers,1994-10-08,2021.0,M,UNITED STATES,"Maui, Hawaii, United States",nan value,nan value,nan value,cw
76,091884c2-b738-4632-8c2f-4a98533795c6,Buddy,Kofoid,Buddy Kofoid,2001-12-02,2022.0,M,UNITED STATES,"Penngrove, California, United States",nan value,nan value,nan value,cw
77,6334f9f0-8b97-4020-8204-2ba30e7dd4ba,John H.,Nemechek,John H. Nemechek,1997-06-11,2015.0,M,UNITED STATES,"Mooresville, North Carolina, United States",JHNemechek,nan value,nan value,cw
78,3ec3a264-978e-4d79-9f2a-3e2c7d38b8a0,Jesse,Little,Jesse Little,1997-04-15,2020.0,M,UNITED STATES,"Sherrills Ford, North Carolina, United States",jesselittle97,nan value,nan value,cw
79,b6bed73c-46a0-4672-a32c-87783f5de2e3,Logan,Bearden,Logan Bearden,1995-11-03,2021.0,M,UNITED STATES,"Leander, Texas, United States",nan value,nan value,nan value,cw
80,04fd1868-6005-414e-b2a4-7f27f5a0ca3e,Loris,Hezemans,Loris Hezemans,1997-05-26,2022.0,M,NETHERLANDS,"Eindhoven, , Netherlands",nan value,nan value,nan value,cw
81,939e647d-756f-41d7-ad65-609344f64bd5,Bubba,Wallace,Bubba Wallace,1993-10-08,2013.0,M,UNITED STATES,"Mobile, Alabama, United States",BubbaWallace,nan value,nan value,cw
82,e382e02a-d226-46f3-8e58-23baf4df39eb,Josh,Reaume,Josh Reaume,1990-10-11,2015.0,M,UNITED STATES,"Redlands, California, United States",joshreaume,nan value,nan value,cw
83,69d058ca-9fce-4c4f-81f4-34afdc22fd6d,Howie,Disavino,Howie Disavino III,2001-04-10,2022.0,M,UNITED STATES,"Chesterfield, Virginia, United States",nan value,nan value,nan value,cw
84,434dbd07-826e-4618-a193-48960cecc6af,Brian,Brown,Brian Brown,1978-10-19,2021.0,M,UNITED STATES,"Grain Valley, Missouri, United States",nan value,nan value,nan value,cw
85,8409a6e1-2ee0-429c-8204-48466f46bdc0,Bill,Lester,Bill Lester,1961-02-06,2006.0,M,UNITED STATES,"Oakland, California, United States",nan value,72.0,nan value,cw
86,4a3b588a-1f9a-43d5-8931-7109eeb7a72f,Gus,Dean,Gus Dean,1994-08-18,2019.0,M,UNITED STATES,"Bluffton, South Carolina, United States",nan value,nan value,nan value,cw
87,eada2f6f-b30d-453f-92c0-2e8b31ca8b5a,Drew,Dollar,Drew Dollar,2000-12-02,2021.0,M,UNITED STATES,"Atlanta, Georgia, United States",nan value,nan value,nan value,cw
88,a8a8b1eb-cb38-4292-ab26-8e7febe6d831,Codie,Rohrbaugh,Codie Rohrbaugh,1993-11-12,2018.0,M,UNITED STATES,"Petersburg, West Virginia, United States",nan value,nan value,nan value,cw
89,048726db-d4ca-49f7-8e28-e8993958236f,Josh,Berry,Josh Berry,1990-10-22,2021.0,M,UNITED STATES,"Hendersonville, Tennessee, United States",JoshBerry,nan value,nan value,cw
90,710857f0-0055-4604-b098-cf74eee10a50,Donny,Schatz,Donny Schatz,1977-08-10,2021.0,M,UNITED STATES,"Minot, North Dakota, United States",nan value,nan value,nan value,cw
91,4432ecf0-1514-4535-ae26-10787fedfb9c,Timothy,Peters,Timothy Peters,1980-08-29,2005.0,M,UNITED STATES,"Providence, North Carolina, United States",TimothyPeters17,nan value,nan value,cw
92,ce4939fb-8d52-4feb-aab8-44ba5eccbca3,Armani,Williams,Armani Williams,2000-04-14,2018.0,M,UNITED STATES,"Detroit, Michigan, United States",nan value,nan value,nan value,cw
93,35580c10-7c00-40b4-adbb-235364ee9c3b,Parker,Price-Miller,Parker Price-Miller,1998-05-22,2021.0,M,UNITED STATES,"Kokomo, Indiana, United States",nan value,nan value,nan value,cw
94,7ec39c5e-a620-401f-82f7-50713b7c4b30,Myatt,Snider,Myatt Snider,1994-12-30,2018.0,M,UNITED STATES,"Charlotte, North Carolina, United States",nan value,nan value,nan value,cw
95,5ae1a122-28a3-461b-82e0-955c0d1132fa,BJ,McLeod,BJ McLeod,1983-11-17,2016.0,M,UNITED STATES,"Wauchula, Florida, United States",bjmcleod78,nan value,nan value,cw
96,29f0f9db-1085-4122-ae5a-28bc8d5a64b1,James,Buescher,James Buescher,1990-03-26,2009.0,M,UNITED STATES,"Plano, Texas, United States",JamesBuescher,nan value,nan value,cw
97,8b43d764-6f8a-47e7-b19c-4d83709dd2a2,Kyle,Strickler,Kyle Strickler,1983-08-03,2018.0,M,UNITED STATES,"Mooresville, North Carolina, United States",nan value,nan value,nan value,cw
98,4981bba7-2971-4c78-8fbd-feccf1afdb97,Todd,Peck,Todd Peck,1986-01-29,2011.0,M,UNITED STATES,"Glenville, Pennsylvania, United States",ToddPeck40,nan value,nan value,cw
99,4d95ef3a-46cc-43c2-b340-c92cea2ed7f8,Martin,Truex,Martin Truex Jr,1980-06-29,2004.0,M,UNITED STATES,"Mayetta, New Jersey, United States",MartinTruex_Jr,71.0,180.0,cw
100,e9d5fede-f16b-4f3a-ba79-06caf772c287,Derek,Griffith,Derek Griffith,1997-02-09,2020.0,M,UNITED STATES,"Hudson, New Hampshire, United States",nan value,nan value,nan value,cw
101,d18adf1a-679d-4ea5-a251-253ac7d03b75,Ryan,Ellis,Ryan Ellis,1989-11-29,2014.0,M,UNITED STATES,"Ashburn, Virginia, United States",ryanellisracing,nan value,nan value,cw
102,86a90dad-7452-4b74-b582-b8d0190eb13b,Trey,Hutchens,Trey Hutchens III,1998-05-20,2019.0,M,UNITED STATES,"Lexington, North Carolina, United States",nan value,nan value,nan value,cw
103,8f2e676b-c2ce-4bbb-8ca8-0701e44b25de,Cody,Erickson,Cody Erickson,1988-09-22,2014.0,M,UNITED STATES,"Ulen, Minnesota, United States",nan value,nan value,nan value,cw
104,bfcb8d32-fab0-4bfa-be14-cf9466e1d886,Ty,Dillon,Ty Dillon,1992-02-27,2012.0,M,UNITED STATES,"Welcome, North Carolina, United States",TyDillon,nan value,nan value,cw
105,1fb0e2af-80f6-4c6b-bf02-c2c96a53c1ff,Joe,Nemechek,Joe Nemechek,1963-09-26,1994.0,M,UNITED STATES,"Lakeland, Florida, United States",FrontRowJoe87,69.0,nan value,cw
106,8419fa2b-d2ce-43df-95c5-55961c475c7b,Cameron,Lawrence,Cameron Lawrence,1992-08-07,2021.0,M,UNITED STATES,"Windmere, Florida, United States",nan value,nan value,nan value,cw
107,aaf8b44f-d95a-4bc1-ac93-759a1d88c825,Norm,Benning,Norm Benning,1952-01-16,1989.0,M,UNITED STATES,"Level Green, Pennsylvania, United States",RacingNorm,70.0,nan value,cw
108,a27abfd8-d687-4d6c-832d-10fae051ccb5,Todd,Gilliland,Todd Gilliland,2000-05-15,2018.0,M,UNITED STATES,"Sherrills Ford, North Carolina, United States",nan value,nan value,nan value,cw
109,3354a6c0-eac9-432e-80e1-38043ee4a26b,Akinori,Ogata,Akinori Ogata,1973-08-14,2014.0,M,JAPAN,"Kanagawa, , Japan",AkinoriOgata,nan value,nan value,cw
110,895900df-e016-4c29-8af1-5950fbb11517,Doug,Coby,Doug Coby III,1979-08-18,2021.0,M,UNITED STATES,"Milford, Connecticut, United States",nan value,nan value,nan value,cw
111,9d18716c-fd73-48d4-b3da-44228c767b84,Kevin,Harvick,Kevin Harvick,1975-12-08,2001.0,M,UNITED STATES,"Bakersfield, California, United States",KevinHarvick,70.0,175.0,cw
112,e79fc6cc-0ea7-4bb2-be7d-09ae4a36496f,Morgan,Alexander,Morgan Alexander,1997-04-10,2021.0,M,UNITED STATES,"Griffen, Georgia, United States",nan value,nan value,nan value,cw
113,8d425276-debf-4b42-bc88-805ebf9969e9,Cory,Roper,Cory Roper,1977-07-31,2018.0,M,UNITED STATES,"Baytown, Texas, United States",nan value,nan value,nan value,cw
114,ebd0a08d-5308-442e-a2ae-2e40aafb3100,Daniel,Suarez,Daniel Suarez,1992-01-07,2015.0,M,MEXICO,"Monterrey, , Mexico",Daniel_SuarezG,nan value,nan value,cw
115,62369fd2-886e-41b1-bd56-8452b55216f1,Dylan,Lupton,Dylan Lupton,1993-12-07,2016.0,M,UNITED STATES,"Wilton, California, United States",LuptonDylan,nan value,nan value,cw
116,2e6f5ea3-ea6e-48d2-85ec-2e89c2fa02b4,Ryan,Newman,Ryan Newman,1977-12-08,2002.0,M,UNITED STATES,"South Bend, Indiana, United States",RyanJNewman,71.0,nan value,cw
117,b8d50c9c-f77d-4730-8151-b16723da5f28,Erik,Darnell,Erik Darnell,1982-12-02,2009.0,M,UNITED STATES,"Beach Park, Illinois, United States",ErikDarnell_7,nan value,nan value,cw
118,81494312-bd6e-40db-a1ad-ae0eda566067,David,Gilliland,David Gilliland,1976-04-01,2006.0,M,UNITED STATES,"Riverside, California, United States",DavidGilliland,69.0,nan value,cw
119,f9a7c4e2-3b85-4421-a54b-5f2f99770b84,Michele,Abbate,Michele Abbate,1988-03-09,2021.0,F,UNITED STATES,"Las Vegas, Nevada, United States",nan value,nan value,nan value,cw
120,5f8f4143-1c8d-4152-9e82-12b958a2aa06,Chris,Windom,Chris Windom,1990-12-24,2017.0,M,UNITED STATES,"Canton, Illinois, United States",nan value,nan value,nan value,cw
121,fca22d58-dc2c-4549-91be-8dd4dae9f3b3,Jr,Heffner,Jr Heffner,1972-03-31,2014.0,M,UNITED STATES,"Stephentown, New York, United States",nan value,nan value,nan value,cw
122,a68c379b-6244-4bdd-8e07-6c0ebcee9d66,Raphael,Lessard,Raphael Lessard,2001-07-05,2020.0,M,CANADA,"St.-Joseph de Beauce, , Canada",nan value,nan value,nan value,cw
123,db560f1a-2ea3-4e9d-b63b-b26e75e90605,Parker,Chase,Parker Chase,2001-02-23,2020.0,M,UNITED STATES,"New Braunfels, Texas, United States",nan value,nan value,nan value,cw
124,812b9570-729a-4ef2-8ccb-6803aa7293b4,Spencer,Davis,Spencer Davis,1998-11-29,2020.0,M,UNITED STATES,"Dawsonville, Georgia, United States",nan value,nan value,nan value,cw
125,25ca1ab3-b013-48cb-b4a4-c10fb45ba397,Chase,Briscoe,Chase Briscoe,1994-12-15,2017.0,M,UNITED STATES,"Mitchell, Indiana, United States",nan value,nan value,nan value,cw
126,3e573563-f7f6-4315-a51a-f6f2fb05b94d,Chad,Chastain,Chad Chastain,1998-10-31,2021.0,M,UNITED STATES,"Fort Myers, Florida, United States",nan value,nan value,nan value,cw
127,31a47f36-9c0f-4a5c-b7db-da1cd04da2af,Jett,Noland,Jett Noland,2003-12-11,2021.0,M,UNITED STATES,"Orlando, Florida, United States",nan value,nan value,nan value,cw
128,cb54b9b5-bb7b-400d-9838-ef85747bb2d1,Ryan,Truex,Ryan Truex,1992-03-18,2011.0,M,UNITED STATES,"Mayetta, New Jersey, United States",ryan_truex,nan value,nan value,cw
129,2e48f128-f5ac-4463-a84c-886e828c22b0,Devon,Rouse,Devon Rouse,1998-07-18,2021.0,M,UNITED STATES,"Burlington, Iowa, United States",nan value,nan value,nan value,cw
130,2c1c1628-d612-45cf-951c-7626373d1c79,Sam,Mayer,Sam Mayer,2003-06-26,2021.0,M,UNITED STATES,"Franklin, Wisconsin, United States",nan value,nan value,nan value,cw
131,f94ab49b-770a-4863-83ef-036994463349,Bobby,Reuse,Bobby Reuse,1970-05-18,2017.0,M,UNITED STATES,"Birmingham, Alabama, United States",bobaru,nan value,nan value,cw
132,e4b9e60e-d4c2-4b42-93c3-0fa1f2695160,Bayley,Currey,Bayley Currey,1996-10-29,2017.0,M,UNITED STATES,"Driftwood, Texas, United States",nan value,nan value,nan value,cw
133,069ba6f3-97c0-4172-826a-36c605918e99,Dawson,Cram,Dawson Cram,2001-09-12,2018.0,M,UNITED STATES,"Mooresville, North Carolina, United States",nan value,nan value,nan value,cw
134,e615b810-e822-43ab-921a-9f60392ff2e2,Timothy,Viens,Timothy Viens,1976-10-10,2021.0,M,UNITED STATES,"Daytona Beach, Florida, United States",TViens,nan value,nan value,cw
135,a374590a-c82e-4ee4-9623-ba7d3ee82aad,Camden,Murphy,Camden Murphy,1996-07-23,2014.0,M,UNITED STATES,"Itasca, Illinois, United States",CamdenMurphy,nan value,nan value,cw
136,665b991b-16f4-4e13-ab70-d29224a0a949,Sage,Karam,Sage Karam,1995-03-05,2021.0,M,UNITED STATES,"Nazareth, Pennsylvania, United States",nan value,nan value,nan value,cw
137,141401ee-e280-4fc5-9001-a08b5cda3eff,Roger,Reuse,Roger Reuse,1966-08-09,2018.0,M,UNITED STATES,"Birmingham, Alabama, United States",nan value,nan value,nan value,cw
138,141401ee-e280-4fc5-9001-a08b5cda3eff,Roger,Reuse,Roger Reuse,1966-08-09,2018.0,M,UNITED STATES,"Birmingham, Alabama, United States",nan value,nan value,nan value,cw
